Functional_Area;Operating_Company;Service_Type;Ticket_Category;Ticket_Resolution;IRIS.Incident.Number;Priority;Prediction
CNC;ETH;TEC;INC;OK;INC000015810336;Priority 4;NA
SEC;SYN;SEC;INC;OK;INC000015810344;Priority 3;NA
CNC;BWI;CNC;INC;OK;INC000015810624;Priority 4;NA
FUN;ETH;FUN;INC;OK;INC000015811090;Priority 4;NA
L1;BWI;L1 ;INC;OK;INC000015811323;Priority 4;NA
FUN;812;FUN;INC;OK;INC000015811353;Priority 4;NA
L1;BWI;L1 ;INC;OK;INC000015811536;Priority 3;NA
FUN;DCF;FUN;INC;OK;INC000015811604;Priority 4;NA
FIN;BWI;FUN;INC;OK;INC000015811654;Priority 4;NA
TEC;DCF;FUN;INC;OK;INC000015811775;Priority 3;NA
FUN;BWI;FUN;INC;OK;INC000015811778;Priority 4;NA
FUN;LAT;FUN;INC;OK;INC000015811786;Priority 3;NA
CNC;BWI;CNC;INC;OK;INC000015812188;Priority 4;NA
OPS;EMS;OPS;HK;OK;INC000015812527;Priority 3;NA
L1;BWI;L1 ;INC;OK;INC000015812744;Priority 4;NA
DBA;812;DBA;INC;OK;INC000015812793;Priority 4;NA
FUN;DCF;SEC;SR;OK;INC000015812864;Priority 3;NA
FUN;DCF;FUN;INC;OK;INC000015812897;Priority 3;NA
FUN;ETH;FUN;INC;OK;INC000015813320;Priority 4;NA
FUN;812;FUN;INC;OK;INC000015813330;Priority 4;NA
FUN;WS;FUN;INC;OK;INC000015813584;Priority 4;NA
FUN;812;FUN;INC;OK;INC000015813659;Priority 4;NA
FIN;812;FUN;INC;OK;INC000015813717;Priority 4;NA
FUN;BWI;FUN;INC;OK;INC000015813738;Priority 4;NA
FUN;812;FUN;INC;OK;INC000015813982;Priority 4;NA
DCF;DCF;FUN;INC;OK;INC000015813991;Priority 3;NA
FUN;812;FUN;INC;OK;INC000015813999;Priority 4;NA
FUN;ETH;FUN;INC;OK;INC000015814305;Priority 3;NA
SEC;EMS;SEC;INC;OK;INC000015814340;Priority 4;NA
FUN;DCF;FUN;INC;OK;INC000015814409;Priority 4;NA
SCH;BWI;SCH;INC;OK;INC000015814585;Priority 3;NA
FUN;812;FUN;INC;OK;INC000015814623;Priority 3;NA
L1;BWI;L1 ;INC;OK;INC000015814856;Priority 3;NA
FUN;LAT;FUN;SR;OK;INC000015814923;Priority 3;NA
FIN;812;FUN;INC;OK;INC000015814951;Priority 4;NA
APS;EES;APS;INC;OK;INC000015815294;Priority 3;NA
TEC;DCF;FUN;INC;OK;INC000015815488;Priority 3;NA
TEC;DCF;FUN;INC;OK;INC000015815554;Priority 3;NA
FUN;ETH;FUN;INC;OK;INC000015815582;Priority 4;NA
L1;BWI;L1 ;INC;OK;INC000015816204;Priority 4;NA
L1;BWI;L1 ;INC;OK;INC000015816215;Priority 4;NA
APS;DCF;APS;INC;OK;INC000015816588;Priority 4;NA
FUN;MNT;FUN;INC;OK;INC000015816702;Priority 3;NA
APS;DCF;APS;INC;OK;INC000015816976;Priority 3;NA
FUN;DCF;FUN;INC;OK;INC000015818556;Priority 3;NA
APS;DCF;APS;INC;OK;INC000015818672;Priority 4;NA
OPS;EMS;OPS;HK;OK;INC000015818971;Priority 3;NA
FUN;ETH;FUN;INC;OK;INC000015819304;Priority 4;NA
CNC;ETH;CNC;INC;OK;INC000015819664;Priority 4;NA
APS;DCF;APS;INC;OK;INC000015820877;Priority 4;NA
SEC;SYN;SEC;INC;OK;INC000015821384;Priority 3;NA
CNC;812;CNC;INC;OK;INC000015821534;Priority 4;NA
FUN;812;FUN;INC;OK;INC000015821907;Priority 4;NA
SEC;EMS;SEC;INC;OK;INC000015822014;Priority 4;NA
CNC;DCF;CNC;INC;OK;INC000015822082;Priority 4;NA
CNC;812;CNC;INC;OK;INC000015822108;Priority 3;NA
CNC;812;CNC;INC;OK;INC000015822128;Priority 3;NA
FUN;BWI;FUN;INC;OK;INC000015822163;Priority 3;NA
CNC;812;CNC;INC;OK;INC000015822187;Priority 4;NA
FUN;DCF;FUN;SR;OK;INC000015822205;Priority 3;NA
OPS;EMS;OPS;HK;OK;INC000015822206;Priority 4;NA
CNC;812;CNC;INC;OK;INC000015822224;Priority 4;NA
CNC;812;CNC;INC;OK;INC000015822226;Priority 3;NA
FIN;812;FUN;INC;OK;INC000015822325;Priority 4;NA
FUN;DCF;FUN;INC;OK;INC000015822373;Priority 3;NA
FUN;DCF;FUN;INC;OK;INC000015822783;Priority 3;NA
FUN;LAT;FUN;INC;OK;INC000015822902;Priority 3;NA
APS;DCF;APS;INC;OK;INC000015822925;Priority 4;NA
SEC;SYN;SEC;INC;OK;INC000015823091;Priority 4;NA
CNC;DCF;FUN;INC;OK;INC000015823120;Priority 3;NA
FUN;BWI;FUN;INC;OK;INC000015823221;Priority 4;NA
FUN;BWI;FUN;INC;OK;INC000015823246;Priority 4;NA
SEC;SYN;SEC;INC;OK;INC000015823597;Priority 4;NA
SEC;SYN;SEC;INC;OK;INC000015823857;Priority 4;NA
SCH;BWI;SCH;INC;OK;INC000015823972;Priority 3;NA
FIN;DCF;FUN;INC;OK;INC000015824013;Priority 4;NA
LAT;LAT;FUN;SR;OK;INC000015824487;Priority 4;NA
MNT;MNT;FUN;INC;OK;INC000015824664;Priority 4;NA
L1;BWI;L1 ;INC;OK;INC000015824747;Priority 3;NA
SEC;SYN;SEC;INC;OK;INC000015824848;Priority 3;NA
L1;BWI;L1 ;INC;OK;INC000015825035;Priority 3;NA
APS;EES;APS;INC;OK;INC000015825444;Priority 3;NA
SEC;SYN;SEC;INC;OK;INC000015825618;Priority 4;NA
DCF;DCF;FUN;INC;OK;INC000015825850;Priority 3;NA
FUN;LAT;FUN;SR;OK;INC000015825959;Priority 4;NA
L1;MNT;MON;SR;OK;INC000015825991;Priority 4;NA
FUN;LAT;FUN;SR;OK;INC000015826027;Priority 4;NA
FUN;LAT;FUN;SR;OK;INC000015826111;Priority 4;NA
SEC;SYN;SEC;INC;OK;INC000015826157;Priority 3;NA
L1;BWI;L1 ;INC;OK;INC000015826199;Priority 3;NA
FUN;MNT;FUN;INC;OK;INC000015826493;Priority 3;NA
FUN;MNT;FUN;INC;OK;INC000015826857;Priority 3;NA
FIN;MNT;FUN;INC;OK;INC000015827671;Priority 4;NA
L1;812;MON;INC;OK;INC000015827831;Priority 3;NA
FIN;812;FUN;INC;OK;INC000015828161;Priority 4;NA
APS;DCF;APS;INC;OK;INC000015828163;Priority 3;NA
FUN;DCF;FUN;INC;OK;INC000015828480;Priority 4;NA
FUN;812;FUN;INC;OK;INC000015828497;Priority 4;NA
FIN;812;FUN;INC;OK;INC000015828652;Priority 4;NA
SEC;SYN;SEC;INC;OK;INC000015828976;Priority 3;NA
FUN;LAT;FUN;INC;Defect;INC000015829009;Priority 3;NA
FUN;BWI;FUN;INC;OK;INC000015829100;Priority 4;NA
FUN;DCF;FUN;INC;OK;INC000015829117;Priority 3;NA
FUN;DCF;FUN;INC;OK;INC000015829380;Priority 3;NA
FUN;DCF;FUN;INC;OK;INC000015829413;Priority 4;NA
SEC;SYN;SEC;INC;OK;INC000015829527;Priority 4;NA
L1;812;MON;INC;OK;INC000015829641;Priority 4;NA
FUN;LAT;FUN;INC;OK;INC000015829669;Priority 3;NA
FUN;ETH;FUN;INC;OK;INC000015829691;Priority 3;NA
FUN;DCF;SEC;SR;OK;INC000015829711;Priority 4;NA
L1;812;MON;INC;OK;INC000015829714;Priority 3;NA
FUN;WS;FUN;INC;OK;INC000015829724;Priority 3;NA
FUN;DCF;SEC;SR;OK;INC000015829738;Priority 3;NA
FIN;LAT;FUN;INC;OK;INC000015830235;Priority 4;NA
TEC;DCF;FUN;INC;OK;INC000015830573;Priority 3;NA
L1;MNT;MON;SR;OK;INC000015831134;Priority 3;NA
FUN;EES;FUN;INC;OK;INC000015831400;Priority 4;NA
FUN;EES;FUN;INC;OK;INC000015831559;Priority 4;NA
FUN;ETH;FUN;INC;OK;INC000015831577;Priority 3;NA
SEC;SYN;SEC;INC;OK;INC000015831618;Priority 3;NA
FUN;LAT;FUN;SR;OK;INC000015831690;Priority 4;NA
SCH;LAT;SCH;INC;OK;INC000015831779;Priority 3;NA
SCH;LAT;SCH;INC;OK;INC000015831783;Priority 3;NA
FUN;ETH;FUN;INC;OK;INC000015831873;Priority 4;NA
FUN;ETH;FUN;INC;OK;INC000015831980;Priority 3;NA
FUN;LAT;FUN;INC;OK;INC000015832169;Priority 3;NA
APS;DCF;APS;INC;OK;INC000015832737;Priority 4;NA
L1;MNT;MON;SR;OK;INC000015832751;Priority 4;NA
SCH;LAT;SCH;INC;OK;INC000015832822;Priority 3;NA
SCH;LAT;SCH;INC;OK;INC000015832892;Priority 3;NA
OPS;EMS;OPS;INC;OK;INC000015832919;Priority 3;NA
SCH;LAT;SCH;INC;OK;INC000015832945;Priority 3;NA
SCH;LAT;SCH;INC;OK;INC000015832977;Priority 3;NA
SCH;LAT;SCH;INC;OK;INC000015833060;Priority 3;NA
SCH;LAT;SCH;INC;OK;INC000015833061;Priority 3;NA
SCH;LAT;SCH;INC;OK;INC000015833062;Priority 3;NA
SCH;LAT;SCH;INC;OK;INC000015833063;Priority 3;NA
L1;BWI;L1 ;INC;OK;INC000015833370;Priority 3;NA
FUN;DCF;FUN;INC;OK;INC000015833453;Priority 4;NA
FUN;812;FUN;INC;OK;INC000015833462;Priority 4;NA
SEC;EMS;SEC;INC;OK;INC000015833492;Priority 3;NA
SCH;LAT;SCH;INC;OK;INC000015833565;Priority 3;NA
SCH;LAT;SCH;INC;OK;INC000015833566;Priority 3;NA
FIN;812;FUN;INC;OK;INC000015834057;Priority 4;NA
FUN;WS;FUN;INC;OK;INC000015834182;Priority 3;NA
FUN;DCF;FUN;INC;OK;INC000015834184;Priority 3;NA
L1;812;MON;INC;OK;INC000015834575;Priority 3;NA
FUN;ETH;FUN;INC;OK;INC000015834708;Priority 3;NA
FUN;BWI;FUN;INC;OK;INC000015834940;Priority 4;NA
TEC;DCF;FUN;INC;OK;INC000015834970;Priority 3;NA
FIN;812;FUN;INC;OK;INC000015835038;Priority 4;NA
FUN;812;FUN;INC;OK;INC000015835057;Priority 4;NA
CNC;812;CNC;INC;OK;INC000015835688;Priority 4;NA
FUN;812;FUN;INC;OK;INC000015835700;Priority 3;NA
FUN;812;FUN;INC;OK;INC000015835753;Priority 4;NA
FIN;DCF;FUN;INC;OK;INC000015835760;Priority 3;NA
CNC;812;CNC;INC;OK;INC000015835765;Priority 4;NA
FUN;812;FUN;INC;OK;INC000015836001;Priority 4;NA
APS;DCF;APS;INC;OK;INC000015836155;Priority 4;NA
FUN;LAT;FUN;INC;OK;INC000015836472;Priority 3;NA
L1;BWI;L1 ;INC;OK;INC000015836520;Priority 4;NA
FUN;LAT;FUN;INC;OK;INC000015836677;Priority 3;NA
SEC;SYN;SEC;INC;OK;INC000015836759;Priority 4;NA
L1;BWI;L1 ;INC;OK;INC000015837177;Priority 4;NA
L1;BWI;L1 ;INC;OK;INC000015837262;Priority 4;NA
DCF;DCF;FUN;INC;OK;INC000015837379;Priority 3;NA
DBA;812;DBA;INC;OK;INC000015837541;Priority 3;NA
DBA;812;DBA;INC;OK;INC000015837548;Priority 3;NA
L1;BWI;L1 ;INC;OK;INC000015837601;Priority 3;NA
SEC;DCF;SEC;SR;OK;INC000015837624;Priority 3;NA
DBA;812;DBA;INC;OK;INC000015837848;Priority 4;NA
FUN;BWI;FUN;INC;OK;INC000015837974;Priority 3;NA
L1;BWI;L1 ;INC;OK;INC000015838078;Priority 3;NA
SCH;LAT;SCH;INC;OK;INC000015838723;Priority 3;NA
SCH;LAT;SCH;INC;OK;INC000015838725;Priority 3;NA
SCH;LAT;SCH;INC;OK;INC000015838726;Priority 3;NA
SCH;LAT;SCH;INC;OK;INC000015838727;Priority 3;NA
SCH;LAT;SCH;INC;OK;INC000015838728;Priority 3;NA
FUN;DCF;FUN;INC;OK;INC000015838962;Priority 4;NA
FIN;DCF;FUN;INC;OK;INC000015839264;Priority 3;NA
TEC;DCF;FUN;INC;OK;INC000015839351;Priority 3;NA
FUN;DXE;FUN;INC;OK;INC000015839468;Priority 3;NA
TEC;DCF;FUN;INC;OK;INC000015839558;Priority 3;NA
FUN;WS;FUN;INC;OK;INC000015839743;Priority 4;NA
L1;DCF;CNC;INC;OK;INC000015839762;Priority 3;NA
DCF;DCF;FUN;INC;OK;INC000015839827;Priority 3;NA
FUN;WS;FUN;INC;OK;INC000015839836;Priority 3;NA
APS;ETH;APS;INC;OK;INC000015839993;Priority 4;NA
FIN;812;FUN;INC;OK;INC000015840055;Priority 4;NA
FUN;BWI;FUN;INC;OK;INC000015840822;Priority 4;NA
APS;DCF;APS;INC;OK;INC000015841020;Priority 4;NA
FUN;ETH;FUN;INC;OK;INC000015841069;Priority 3;NA
SEC;SYN;SEC;INC;OK;INC000015841181;Priority 3;NA
SEC;SYN;SEC;INC;OK;INC000015841428;Priority 3;NA
SCH;BWI;SCH;INC;OK;INC000015841758;Priority 3;NA
L1;BWI;L1 ;INC;OK;INC000015841841;Priority 4;NA
DCF;DCF;FUN;INC;OK;INC000015841851;Priority 3;NA
SEC;BWI;SEC;INC;OK;INC000015841903;Priority 3;NA
L1;BWI;L1 ;INC;OK;INC000015841938;Priority 4;NA
SEC;SYN;SEC;INC;OK;INC000015841967;Priority 4;NA
FUN;812;FUN;INC;OK;INC000015842117;Priority 3;NA
CNC;LAT;CNC;INC;OK;INC000015842218;Priority 4;NA
FUN;BWI;FUN;INC;OK;INC000015842239;Priority 4;NA
FUN;BWI;FUN;INC;OK;INC000015842449;Priority 3;NA
SEC;SYN;SEC;INC;OK;INC000015842462;Priority 3;NA
SEC;SYN;SEC;INC;OK;INC000015842894;Priority 3;NA
L1;BWI;L1 ;INC;OK;INC000015842971;Priority 4;NA
DCF;DCF;FUN;INC;OK;INC000015843067;Priority 4;NA
FUN;DCF;FUN;INC;OK;INC000015843192;Priority 4;NA
DBA;812;DBA;INC;OK;INC000015844249;Priority 3;NA
L1;DPY;MON;SR;OK;INC000015844452;Priority 3;NA
L1;BWI;L1 ;INC;OK;INC000015845316;Priority 4;NA
APS;DCF;APS;INC;OK;INC000015845464;Priority 4;NA
FUN;DXE;FUN;INC;OK;INC000015845589;Priority 3;NA
FIN;812;FUN;INC;OK;INC000015845655;Priority 4;NA
FUN;ETH;FUN;INC;OK;INC000015845900;Priority 3;NA
FUN;BWI;FUN;INC;OK;INC000015846139;Priority 4;NA
OPS;EMS;OPS;INC;OK;INC000015846242;Priority 3;NA
CNC;LAT;CNC;INC;OK;INC000015846538;Priority 4;NA
L1;MNT;MON;SR;OK;INC000015846550;Priority 4;NA
FUN;LAT;FUN;INC;OK;INC000015846960;Priority 3;NA
L1;BWI;L1 ;INC;OK;INC000015847505;Priority 4;NA
FUN;BWI;FUN;INC;OK;INC000015847723;Priority 3;NA
TEC;DCF;FUN;INC;OK;INC000015848015;Priority 3;NA
SEC;SYN;SEC;INC;OK;INC000015848428;Priority 3;NA
FUN;BWI;FUN;INC;OK;INC000015848467;Priority 3;NA
CNC;812;CNC;INC;OK;INC000015848551;Priority 3;NA
CNC;812;CNC;INC;OK;INC000015848705;Priority 4;NA
FUN;MNT;FUN;INC;OK;INC000015849057;Priority 3;NA
FUN;MNT;FUN;INC;OK;INC000015849168;Priority 3;NA
L1;BWI;L1 ;INC;OK;INC000015849288;Priority 4;NA
APS;DCF;APS;INC;OK;INC000015849338;Priority 4;NA
FUN;MNT;FUN;INC;OK;INC000015849982;Priority 3;NA
FUN;MNT;FUN;INC;OK;INC000015850115;Priority 3;NA
FUN;MNT;FUN;INC;OK;INC000015850397;Priority 3;NA
FUN;BWI;FUN;INC;OK;INC000015850664;Priority 3;NA
FUN;MNT;FUN;INC;OK;INC000015851092;Priority 3;NA
FUN;MNT;FUN;INC;OK;INC000015851098;Priority 3;NA
APS;DCF;APS;INC;OK;INC000015851355;Priority 4;NA
SCH;BWI;SCH;INC;OK;INC000015851462;Priority 4;NA
SCH;LAT;SCH;INC;OK;INC000015851527;Priority 3;NA
SCH;LAT;SCH;INC;OK;INC000015851528;Priority 3;NA
SCH;LAT;SCH;INC;OK;INC000015851529;Priority 3;NA
SCH;LAT;SCH;INC;OK;INC000015851530;Priority 3;NA
SCH;LAT;SCH;INC;OK;INC000015851532;Priority 3;NA
SCH;LAT;SCH;INC;OK;INC000015851533;Priority 3;NA
SCH;LAT;SCH;INC;OK;INC000015851534;Priority 3;NA
SCH;LAT;SCH;INC;OK;INC000015851535;Priority 3;NA
SCH;LAT;SCH;INC;OK;INC000015851536;Priority 3;NA
FUN;MNT;FUN;INC;OK;INC000015851635;Priority 3;NA
FUN;MNT;FUN;INC;OK;INC000015851642;Priority 3;NA
OPS;EMS;OPS;HK;OK;INC000015851826;Priority 3;NA
L1;WS;CNC;INC;OK;INC000015853298;Priority 3;NA
APS;ETH;APS;INC;OK;INC000015854099;Priority 3;NA
APS;ETH;APS;INC;OK;INC000015854265;Priority 4;NA
L1;812;MON;SR;OK;INC000015854421;Priority 4;NA
FUN;812;FUN;INC;OK;INC000015855105;Priority 4;NA
APS;DCF;APS;INC;OK;INC000015855185;Priority 4;NA
CNC;812;CNC;INC;OK;INC000015855263;Priority 4;NA
FIN;812;FUN;INC;OK;INC000015855445;Priority 4;NA
CNC;812;CNC;INC;OK;INC000015855558;Priority 3;NA
FUN;DCF;FUN;INC;OK;INC000015855993;Priority 3;NA
SEC;SYN;SEC;INC;OK;INC000015856085;Priority 3;NA
SEC;812;SEC;INC;OK;INC000015856131;Priority 3;NA
LAT;LAT;FUN;SR;OK;INC000015856376;Priority 4;NA
FUN;812;FUN;INC;OK;INC000015856520;Priority 3;NA
SEC;SYN;SEC;INC;OK;INC000015856889;Priority 3;NA
L1;DPY;MON;SR;OK;INC000015857367;Priority 4;NA
TEC;DCF;FUN;INC;OK;INC000015857410;Priority 3;NA
APS;DCF;APS;INC;OK;INC000015858222;Priority 4;NA
FUN;LAT;FUN;INC;OK;INC000015858703;Priority 3;NA
CNC;ETH;L1 ;INC;OK;INC000015859006;Priority 2;NA
SEC;SYN;SEC;INC;OK;INC000015859140;Priority 3;NA
L1;MNT;CNC;INC;OK;INC000015859688;Priority 4;NA
APS;DCF;APS;INC;OK;INC000015860440;Priority 3;NA
L1;LAT;CNC;INC;OK;INC000015860537;Priority 4;NA
APS;DCF;APS;INC;OK;INC000015861130;Priority 4;NA
FIN;812;FUN;INC;OK;INC000015861963;Priority 4;NA
FUN;812;FUN;INC;OK;INC000015862185;Priority 4;NA
FUN;LAT;FUN;INC;OK;INC000015862529;Priority 4;NA
TEC;ETH;TEC;INC;OK;INC000015862530;Priority 4;NA
APS;DCF;APS;INC;OK;INC000015862604;Priority 4;NA
FUN;812;FUN;INC;OK;INC000015862749;Priority 4;NA
APS;ETH;APS;INC;OK;INC000015862904;Priority 4;NA
SEC;SYN;SEC;INC;OK;INC000015862999;Priority 4;NA
FUN;DCF;FUN;INC;OK;INC000015863041;Priority 4;NA
FUN;812;FUN;INC;OK;INC000015863085;Priority 4;NA
FIN;812;FUN;INC;OK;INC000015863089;Priority 4;NA
CNC;812;CNC;INC;OK;INC000015863922;Priority 4;NA
FIN;DXE;FUN;INC;OK;INC000015864022;Priority 4;NA
CNC;EMS;CNC;INC;OK;INC000015864148;Priority 4;NA
FIN;812;INS;INC;OK;INC000015864327;Priority 4;NA
FUN;812;FUN;INC;OK;INC000015864565;Priority 4;NA
FUN;ETH;FUN;INC;OK;INC000015864827;Priority 4;NA
CNC;BWI;CNC;INC;OK;INC000015865093;Priority 4;NA
FUN;DCF;FUN;INC;Defect;INC000015865439;Priority 4;NA
FUN;LAT;FUN;SR;OK;INC000015865968;Priority 4;NA
FUN;LAT;FUN;SR;OK;INC000015866074;Priority 4;NA
APS;DCF;APS;INC;OK;INC000015867360;Priority 4;NA
CNC;812;CNC;INC;OK;INC000015867963;Priority 4;NA
APS;DCF;APS;INC;OK;INC000015868465;Priority 4;NA
FUN;812;FUN;INC;OK;INC000015868563;Priority 4;NA
FUN;812;FUN;INC;OK;INC000015868573;Priority 4;NA
L1;MNT;MON;SR;OK;INC000015868638;Priority 4;NA
FUN;812;FUN;INC;OK;INC000015868910;Priority 4;NA
FUN;812;FUN;INC;OK;INC000015868978;Priority 4;NA
FUN;BWI;FUN;INC;OK;INC000015869160;Priority 4;NA
FIN;812;FUN;INC;OK;INC000015869548;Priority 4;NA
FUN;WS;FUN;INC;OK;INC000015869592;Priority 4;NA
FUN;812;FUN;INC;OK;INC000015869768;Priority 4;NA
FUN;812;FUN;INC;OK;INC000015870100;Priority 4;NA
FUN;EMS;FUN;INC;OK;INC000015870211;Priority 4;NA
SEC;812;SEC;SR;OK;INC000015870752;Priority 4;NA
CNC;BWI;CNC;INC;OK;INC000015871038;Priority 4;NA
APS;DCF;APS;INC;OK;INC000015872316;Priority 4;NA
APS;DCF;APS;INC;OK;INC000015873254;Priority 4;NA
FIN;DCF;FUN;INC;OK;INC000015873820;Priority 4;NA
FUN;812;FUN;INC;OK;INC000015874036;Priority 4;NA
DBA;812;DBA;INC;OK;INC000015874191;Priority 4;NA
OPS;EMS;OPS;SR;OK;INC000015874282;Priority 4;NA
L1;812;MON;SR;OK;INC000015874328;Priority 4;NA
SEC;SYN;SEC;INC;OK;INC000015875033;Priority 4;NA
SEC;SYN;SEC;INC;Defect;INC000015875071;Priority 4;NA
FUN;BWI;FUN;INC;OK;INC000015875073;Priority 4;NA
FUN;MNT;FUN;INC;OK;INC000015875108;Priority 4;NA
FUN;DXE;FUN;INC;OK;INC000015875350;Priority 4;NA
FUN;LAT;FUN;INC;OK;INC000015875664;Priority 4;NA
FIN;812;FUN;INC;OK;INC000015875949;Priority 4;NA
FIN;DCF;FUN;INC;OK;INC000015875952;Priority 4;NA
CNC;BWI;CNC;INC;OK;INC000015876038;Priority 4;NA
FUN;BWI;FUN;INC;OK;INC000015876048;Priority 4;NA
FUN;812;FUN;INC;OK;INC000015876463;Priority 4;NA
APS;DCF;APS;INC;OK;INC000015878148;Priority 4;NA
L1;812;MON;SR;OK;INC000015879165;Priority 4;NA
CNC;812;CNC;INC;OK;INC000015879403;Priority 4;NA
FUN;812;FUN;INC;OK;INC000015879418;Priority 4;NA
FUN;EMS;FUN;INC;OK;INC000015879467;Priority 4;NA
FUN;ETH;FUN;INC;OK;INC000015879529;Priority 4;NA
FUN;812;FUN;INC;OK;INC000015879743;Priority 4;NA
FIN;812;FUN;INC;OK;INC000015879774;Priority 4;NA
FIN;812;FUN;INC;OK;INC000015879871;Priority 4;NA
FUN;812;FUN;INC;OK;INC000015880353;Priority 4;NA
FIN;LAT;FUN;INC;OK;INC000015880611;Priority 4;NA
DBA;812;DBA;INC;OK;INC000015880633;Priority 4;NA
FUN;WS;FUN;INC;OK;INC000015880696;Priority 4;NA
FUN;812;FUN;INC;OK;INC000015880796;Priority 4;NA
FUN;ETH;FUN;INC;OK;INC000015880875;Priority 4;NA
FUN;812;FUN;INC;OK;INC000015881000;Priority 4;NA
FIN;812;FUN;INC;OK;INC000015881027;Priority 4;NA
FUN;ETH;FUN;INC;OK;INC000015881063;Priority 4;NA
SEC;SYN;SEC;INC;OK;INC000015881324;Priority 4;NA
SEC;SYN;SEC;INC;OK;INC000015881435;Priority 4;NA
FIN;812;FUN;INC;OK;INC000015881598;Priority 4;NA
FUN;ETH;FUN;INC;Defect;INC000015882036;Priority 4;NA
L1;COE;MON;SR;OK;INC000015882206;Priority 4;NA
FUN;812;FUN;INC;OK;INC000015882458;Priority 4;NA
FUN;LAT;FUN;SR;OK;INC000015882761;Priority 4;NA
L1;MNT;MON;SR;OK;INC000015883395;Priority 4;NA
FUN;DCF;FUN;INC;OK;INC000015884622;Priority 4;NA
FUN;WS;FUN;INC;OK;INC000015885382;Priority 4;NA
OPS;EDS;OPS;HK;OK;INC000015886564;Priority 4;NA
APS;DCF;APS;INC;OK;INC000015886716;Priority 4;NA
FIN;812;FUN;INC;OK;INC000015886939;Priority 4;NA
L1;MNT;MON;SR;OK;INC000015886977;Priority 4;NA
MNT;MNT;FUN;INC;OK;INC000015887892;Priority 4;NA
APS;DCF;APS;INC;OK;INC000015888100;Priority 4;NA
FUN;812;FUN;INC;OK;INC000015889125;Priority 4;NA
FIN;812;FUN;INC;OK;INC000015889307;Priority 4;NA
APS;ETH;APS;INC;OK;INC000015889357;Priority 4;NA
FIN;812;FUN;INC;OK;INC000015889481;Priority 4;NA
FIN;812;FUN;INC;OK;INC000015889579;Priority 4;NA
FIN;812;FUN;INC;OK;INC000015889899;Priority 4;NA
FIN;DCF;FUN;INC;OK;INC000015890010;Priority 4;NA
CNC;812;CNC;INC;OK;INC000015890185;Priority 4;NA
FUN;812;FUN;INC;OK;INC000015890286;Priority 4;NA
FIN;812;FUN;INC;OK;INC000015890548;Priority 4;NA
FUN;812;FUN;INC;OK;INC000015891136;Priority 4;NA
L1;MNT;MON;SR;OK;INC000015891234;Priority 4;NA
FIN;812;FUN;INC;OK;INC000015891603;Priority 4;NA
FIN;DXE;FUN;SR;OK;INC000015892005;Priority 4;NA
FUN;MNT;FUN;INC;OK;INC000015892028;Priority 4;NA
FUN;ETH;FUN;INC;OK;INC000015892205;Priority 4;NA
APS;DCF;APS;INC;OK;INC000015892323;Priority 4;NA
FIN;812;FUN;INC;OK;INC000015892538;Priority 4;NA
FIN;812;FUN;INC;OK;INC000015892555;Priority 4;NA
FIN;812;FUN;INC;OK;INC000015892585;Priority 4;NA
FUN;LAT;FUN;SR;OK;INC000015893010;Priority 4;NA
FUN;LAT;FUN;SR;OK;INC000015893026;Priority 4;NA
SEC;DCF;SEC;SR;Defect;INC000015893141;Priority 4;NA
MNT;MNT;FUN;INC;OK;INC000015893539;Priority 4;NA
APS;DCF;APS;INC;OK;INC000015893794;Priority 4;NA
FUN;LAT;FUN;SR;OK;INC000015894370;Priority 4;NA
FUN;DCF;FUN;INC;OK;INC000015895858;Priority 4;NA
FUN;DXE;FUN;INC;OK;INC000015895904;Priority 4;NA
FIN;812;FUN;INC;OK;INC000015895928;Priority 4;NA
FUN;812;FUN;INC;OK;INC000015895989;Priority 4;NA
FUN;812;FUN;INC;OK;INC000015896192;Priority 4;NA
FUN;812;FUN;INC;OK;INC000015896419;Priority 3;NA
L1;812;L1 ;INC;OK;INC000015896430;Priority 4;NA
FUN;DCF;FUN;INC;OK;INC000015896437;Priority 3;NA
FUN;812;FUN;INC;OK;INC000015896484;Priority 4;NA
APS;DCF;APS;INC;OK;INC000015896619;Priority 4;NA
SEC;EMS;SEC;INC;OK;INC000015896739;Priority 4;NA
L1;MNT;MON;SR;OK;INC000015897033;Priority 4;NA
FIN;812;FUN;INC;OK;INC000015897048;Priority 3;NA
FIN;812;FUN;INC;Defect;INC000015897468;Priority 4;NA
FUN;BWI;FUN;INC;OK;INC000015897598;Priority 4;NA
FIN;812;FUN;INC;OK;INC000015897622;Priority 4;NA
FUN;DCF;FUN;INC;OK;INC000015898427;Priority 4;NA
DBA;812;DBA;INC;OK;INC000015898598;Priority 4;NA
APS;ETH;APS;INC;OK;INC000015898840;Priority 3;NA
MNT;MNT;FUN;INC;Defect;INC000015899034;Priority 4;NA
FUN;LAT;FUN;SR;OK;INC000015899221;Priority 4;NA
APS;DCF;APS;INC;OK;INC000015899239;Priority 4;NA
CNC;812;CNC;INC;OK;INC000015899283;Priority 3;NA
SEC;DCF;SEC;SR;Defect;INC000015899429;Priority 3;NA
FUN;812;FUN;INC;OK;INC000015899442;Priority 4;NA
TEC;ETH;FUN;INC;OK;INC000015899448;Priority 3;NA
FUN;BWI;FUN;INC;OK;INC000015899538;Priority 4;NA
FUN;ETH;FUN;INC;OK;INC000015899820;Priority 3;NA
