"","customer_id","Index","Data","Fitted","Point Forecast","Lo 80","Hi 80","Lo 95","Hi 95"
"1",5448040,2016-01-01,9069.75999450683,-31418.5227859341,NA,NA,NA,NA,NA
"2",5448040,2016-02-01,8860.64003372192,24192.8661328843,NA,NA,NA,NA,NA
"3",5448040,2016-03-01,13975.6400299072,28683.8272158954,NA,NA,NA,NA,NA
"4",5448040,2016-04-01,12474.049987793,29822.8865627782,NA,NA,NA,NA,NA
"5",5448040,2016-05-01,8795.0999546051,-2347.72538515422,NA,NA,NA,NA,NA
"6",5448040,2016-06-01,1218.49002075195,-1820.94253771662,NA,NA,NA,NA,NA
"7",5448040,2016-07-01,2142.20002746582,57939.643536403,NA,NA,NA,NA,NA
"8",5448040,2016-08-01,10874.3000011444,-24351.5608093461,NA,NA,NA,NA,NA
"9",5448040,2016-09-01,12090.5801200867,11655.5010411324,NA,NA,NA,NA,NA
"10",5448040,2016-10-01,7536.94009780884,6523.21778271943,NA,NA,NA,NA,NA
"11",5448040,2016-11-01,14889.1000614166,27034.9517426983,NA,NA,NA,NA,NA
"12",5448040,2016-12-01,6584.22001647949,-55627.2725961117,NA,NA,NA,NA,NA
"13",5448040,2017-01-01,9253.3399887085,-11956.6290902621,NA,NA,NA,NA,NA
"14",5448040,2017-02-01,48096,33839.1723657198,NA,NA,NA,NA,NA
"15",5448040,2017-03-01,76146,53395.4524055971,NA,NA,NA,NA,NA
"16",5448040,2017-04-01,101208,73606.6927107179,NA,NA,NA,NA,NA
"17",5448040,2017-05-01,64517,64322.5258844429,NA,NA,NA,NA,NA
"18",5448040,2017-06-01,64730,59274.9363734302,NA,NA,NA,NA,NA
"19",5448040,2017-07-01,183162,120265.445271406,NA,NA,NA,NA,NA
"20",5448040,2017-08-01,69567,98407.4997186905,NA,NA,NA,NA,NA
"21",5448040,2017-09-01,107395,101795.06097707,NA,NA,NA,NA,NA
"22",5448040,2017-10-01,107003,99292.4752792649,NA,NA,NA,NA,NA
"23",5448040,2017-11-01,145404,123213.898009322,NA,NA,NA,NA,NA
"24",5448040,2017-12-01,9671,58033.8851131713,NA,NA,NA,NA,NA
"25",5448040,2018-01-01,5548,45405.3889472166,NA,NA,NA,NA,NA
"26",5448040,2018-02-01,NA,NA,60108.6372311505,20330.0685133646,99887.2059489364,-727.433778041147,120944.708240342
"27",5448040,2018-03-01,NA,NA,72406.0283062638,27768.2433621169,117043.813250411,4138.42738222795,140673.6292303
"28",5448040,2018-04-01,NA,NA,81033.7871306753,32016.1458144697,130051.428446881,6067.77392461358,155999.800336737
"29",5448040,2018-05-01,NA,NA,57696.3659595501,4659.33667162259,110733.395247478,-23416.770683656,138809.502602756
"30",5448040,2018-06-01,NA,NA,52549.7596091983,-4222.80234790184,109322.321566298,-34276.3812481924,139375.900466589
