"","product_id","Index","Data","Fitted","Point Forecast","Lo 80","Hi 80","Lo 95","Hi 95"
"1","W9335                    ",2016-01-01,351.720008850098,374.158456221227,NA,NA,NA,NA,NA
"2","W9335                    ",2016-02-01,418.180000305176,184.818717233196,NA,NA,NA,NA,NA
"3","W9335                    ",2016-03-01,502.759998321533,839.29397537978,NA,NA,NA,NA,NA
"4","W9335                    ",2016-04-01,858.209987640381,435.352749159809,NA,NA,NA,NA,NA
"5","W9335                    ",2016-05-01,1515.64999008179,553.653106312927,NA,NA,NA,NA,NA
"6","W9335                    ",2016-06-01,1289.82999420166,1427.86699135513,NA,NA,NA,NA,NA
"7","W9335                    ",2016-07-01,660.07999420166,400.07386152432,NA,NA,NA,NA,NA
"8","W9335                    ",2016-08-01,1181.37998580933,1596.00365082051,NA,NA,NA,NA,NA
"9","W9335                    ",2016-09-01,941.739990234375,973.872176773515,NA,NA,NA,NA,NA
"10","W9335                    ",2016-10-01,169.650001525879,394.603589550994,NA,NA,NA,NA,NA
"11","W9335                    ",2016-11-01,1882.69999694824,1444.56453995459,NA,NA,NA,NA,NA
"12","W9335                    ",2016-12-01,1153.06998825073,1349.69903594393,NA,NA,NA,NA,NA
"13","W9335                    ",2017-01-01,500.679996490479,1219.29594031654,NA,NA,NA,NA,NA
"14","W9335                    ",2017-02-01,1558.83,411.281042056151,NA,NA,NA,NA,NA
"15","W9335                    ",2017-03-01,2487.91,1878.17153659898,NA,NA,NA,NA,NA
"16","W9335                    ",2017-04-01,2079.73,2315.15845844086,NA,NA,NA,NA,NA
"17","W9335                    ",2017-05-01,1064.34,1848.45713073135,NA,NA,NA,NA,NA
"18","W9335                    ",2017-06-01,1522.14,1170.94409048568,NA,NA,NA,NA,NA
"19","W9335                    ",2017-07-01,535,577.919748780398,NA,NA,NA,NA,NA
"20","W9335                    ",2017-08-01,2144.89,1504.64704458473,NA,NA,NA,NA,NA
"21","W9335                    ",2017-09-01,2078.65,1819.94859261428,NA,NA,NA,NA,NA
"22","W9335                    ",2017-10-01,1940.24,1499.13639181542,NA,NA,NA,NA,NA
"23","W9335                    ",2017-11-01,2917.86,3141.00535999881,NA,NA,NA,NA,NA
"24","W9335                    ",2017-12-01,2870.41,2458.47648442001,NA,NA,NA,NA,NA
"25","W9335                    ",2018-01-01,4269.49,2868.88739481473,NA,NA,NA,NA,NA
"26","W9335                    ",2018-02-01,NA,NA,3944.16789179324,3204.27754748351,4684.05823610298,2812.60325846553,5075.73252512095
"27","W9335                    ",2018-03-01,NA,NA,4391.26093820828,3401.42638502894,5381.09549138761,2877.4396242291,5905.08225218745
"28","W9335                    ",2018-04-01,NA,NA,4286.38886161939,3098.06770817109,5474.71001506768,2469.00848813749,6103.76923510128
"29","W9335                    ",2018-05-01,NA,NA,4028.90679159177,2670.80448145544,5387.00910172811,1951.86854611415,6105.9450370694
"30","W9335                    ",2018-06-01,NA,NA,4048.21861743801,2539.31948036403,5557.11775451199,1740.55652682848,6355.88070804754
