"","product_id","Index","Data","Fitted","Point Forecast","Lo 80","Hi 80","Lo 95","Hi 95"
"1","V4930H                   ",2016-01-01,3812.26002502441,4465.90348008909,NA,NA,NA,NA,NA
"2","V4930H                   ",2016-02-01,4802.84996032715,3908.51065433648,NA,NA,NA,NA,NA
"3","V4930H                   ",2016-03-01,7929.5301361084,6334.52771389844,NA,NA,NA,NA,NA
"4","V4930H                   ",2016-04-01,5111.95993041992,5238.10795492854,NA,NA,NA,NA,NA
"5","V4930H                   ",2016-05-01,2218.69999694824,3399.92944923238,NA,NA,NA,NA,NA
"6","V4930H                   ",2016-06-01,3636.45999145508,4116.27206136824,NA,NA,NA,NA,NA
"7","V4930H                   ",2016-07-01,4114.09997558594,3803.22183582698,NA,NA,NA,NA,NA
"8","V4930H                   ",2016-08-01,644.650009155273,2997.73567935159,NA,NA,NA,NA,NA
"9","V4930H                   ",2016-09-01,6984.35990142822,5639.17400404359,NA,NA,NA,NA,NA
"10","V4930H                   ",2016-10-01,12478.6399993896,8703.85811022472,NA,NA,NA,NA,NA
"11","V4930H                   ",2016-11-01,436.59001159668,4123.47284911016,NA,NA,NA,NA,NA
"12","V4930H                   ",2016-12-01,1708.18997192383,3938.58833068091,NA,NA,NA,NA,NA
"13","V4930H                   ",2017-01-01,2027.7300567627,3816.7638401549,NA,NA,NA,NA,NA
"14","V4930H                   ",2017-02-01,1558.83,2995.29948318862,NA,NA,NA,NA,NA
"15","V4930H                   ",2017-03-01,2487.91,4879.21200780045,NA,NA,NA,NA,NA
"16","V4930H                   ",2017-04-01,2079.73,2855.64896739419,NA,NA,NA,NA,NA
"17","V4930H                   ",2017-05-01,1064.34,866.345334466505,NA,NA,NA,NA,NA
"18","V4930H                   ",2017-06-01,1522.14,1903.4708664423,NA,NA,NA,NA,NA
"19","V4930H                   ",2017-07-01,535,1613.3256115948,NA,NA,NA,NA,NA
"20","V4930H                   ",2017-08-01,2144.89,484.735450588959,NA,NA,NA,NA,NA
"21","V4930H                   ",2017-09-01,2078.65,4059.58184075313,NA,NA,NA,NA,NA
"22","V4930H                   ",2017-10-01,1940.24,6350.67031009208,NA,NA,NA,NA,NA
"23","V4930H                   ",2017-11-01,2917.86,-133.449257047945,NA,NA,NA,NA,NA
"24","V4930H                   ",2017-12-01,2870.41,1248.84947386734,NA,NA,NA,NA,NA
"25","V4930H                   ",2018-01-01,4269.49,2022.92188815582,NA,NA,NA,NA,NA
"26","V4930H                   ",2018-02-01,NA,NA,2140.06652340604,-555.08245134689,4835.21549815897,-1981.80813658161,6261.94118339369
"27","V4930H                   ",2018-03-01,NA,NA,4358.0762183946,1590.99095657753,7125.16148021168,126.184501256905,8589.9679355323
"28","V4930H                   ",2018-04-01,NA,NA,2890.6873561887,53.4891438287044,5727.88556854869,-1448.4328655278,7229.80757790519
"29","V4930H                   ",2018-05-01,NA,NA,1081.84863009119,-1823.77119126745,3987.46845144983,-3361.91341252983,5525.61067271221
"30","V4930H                   ",2018-06-01,NA,NA,2072.92413574997,-899.542751588846,5045.39102308878,-2473.07167203183,6618.91994353177
