"","product_id","Index","Data","Fitted","Point Forecast","Lo 80","Hi 80","Lo 95","Hi 95"
"1","W8522                    ",2016-01-01,558.110008239746,497.513350132439,NA,NA,NA,NA,NA
"2","W8522                    ",2016-02-01,351.649997711182,488.261484019556,NA,NA,NA,NA,NA
"3","W8522                    ",2016-03-01,367.680004119873,781.250947380497,NA,NA,NA,NA,NA
"4","W8522                    ",2016-04-01,114.529998779297,52.7852440762696,NA,NA,NA,NA,NA
"5","W8522                    ",2016-05-01,559.389995574951,-282.698557364963,NA,NA,NA,NA,NA
"6","W8522                    ",2016-06-01,152.799995422363,252.065955207351,NA,NA,NA,NA,NA
"7","W8522                    ",2016-07-01,453.690000534058,-270.279467925053,NA,NA,NA,NA,NA
"8","W8522                    ",2016-08-01,339.330005645752,896.199597306404,NA,NA,NA,NA,NA
"9","W8522                    ",2016-09-01,264.009996414185,307.500430256969,NA,NA,NA,NA,NA
"10","W8522                    ",2016-10-01,246.639999389648,74.5197158041436,NA,NA,NA,NA,NA
"11","W8522                    ",2016-11-01,422.319997787476,653.747646061833,NA,NA,NA,NA,NA
"12","W8522                    ",2016-12-01,542.800006866455,382.775755127814,NA,NA,NA,NA,NA
"13","W8522                    ",2017-01-01,257.700006484985,891.890535703856,NA,NA,NA,NA,NA
"14","W8522                    ",2017-02-01,1558.83,374.564873052428,NA,NA,NA,NA,NA
"15","W8522                    ",2017-03-01,2487.91,1633.46563687733,NA,NA,NA,NA,NA
"16","W8522                    ",2017-04-01,2079.73,1832.25559190276,NA,NA,NA,NA,NA
"17","W8522                    ",2017-05-01,1064.34,1632.58945067622,NA,NA,NA,NA,NA
"18","W8522                    ",2017-06-01,1522.14,1136.02264774538,NA,NA,NA,NA,NA
"19","W8522                    ",2017-07-01,535,968.6212227507,NA,NA,NA,NA,NA
"20","W8522                    ",2017-08-01,2144.89,1288.59432464674,NA,NA,NA,NA,NA
"21","W8522                    ",2017-09-01,2078.65,1733.29395286193,NA,NA,NA,NA,NA
"22","W8522                    ",2017-10-01,1940.24,1784.66319688041,NA,NA,NA,NA,NA
"23","W8522                    ",2017-11-01,2917.86,2351.79345308538,NA,NA,NA,NA,NA
"24","W8522                    ",2017-12-01,2870.41,2664.0014348638,NA,NA,NA,NA,NA
"25","W8522                    ",2018-01-01,4269.49,3207.03545666596,NA,NA,NA,NA,NA
"26","W8522                    ",2018-02-01,NA,NA,3930.40754883033,3199.29007885676,4661.52501880391,2812.25986898469,5048.55522867598
"27","W8522                    ",2018-03-01,NA,NA,4323.2962587024,3417.55147210388,5229.04104530091,2938.07914481778,5708.51337258701
"28","W8522                    ",2018-04-01,NA,NA,3897.26065646134,2845.49334284097,4949.02797008171,2288.72135906962,5505.79995385306
"29","W8522                    ",2018-05-01,NA,NA,3516.6250552884,2336.77110434785,4696.47900622896,1712.19415056856,5321.05596000825
"30","W8522                    ",2018-06-01,NA,NA,3435.59938646669,2140.26305597184,4730.93571696154,1454.55342320317,5416.64534973021
